Campaign,Ad group,Rank,Keyword,Match type,Level,Status,Notes
Security+ SY0-701 · US Search,Core Exam Prep,20,"""security+ readiness check""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Core Exam Prep,21,"""security+ last minute exam prep""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Core Exam Prep,22,"""security+ after course practice""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Core Exam Prep,23,"""security+ not a pdf""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Core Exam Prep,24,"""security+ no download practice""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Core Exam Prep,25,"""sy0-701 objective based prep""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Core Exam Prep,26,"""sy0-701 timed mock exam""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,1,[security+ 8140],Exact,positive,planned,Highest-intent 8140 term
Security+ SY0-701 · US Search,Military Gov 8140,2,[dod security+ certification],Exact,positive,planned,Highest-intent DoD term
Security+ SY0-701 · US Search,Military Gov 8140,3,"""security+ required for job""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,4,"""security+ certification job requirement""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,5,"""security+ work requirement""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,6,"""security+ 8140""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,7,"""dod security+ certification""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,8,"""security+ dod certification""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,9,"""8140 security+ prep""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,10,"""security+ dod 8140 prep""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,11,"""comptia security+ for dod""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,12,"""sy0-701 dod requirement""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,13,"""security+ government contractor""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,14,"""security+ federal contractor exam""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,15,"""security+ for government job""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,16,"""security+ clearance certification""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,17,"""security+ contractor certification""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,18,"""security+ for military""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,19,"""security+ army mos""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,20,"""security+ air force cyber""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,21,"""security+ navy credential""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,22,"""security+ for police""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,23,"""security+ state government job""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,24,"""security+ local government cyber""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,25,"""security+ 8140 baseline certification""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,26,"""dod 8140 security+ exam prep""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,27,"""security+ federal employee""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,28,"""security+ contractor required""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,29,"""security+ dod contractor required""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,30,"""security+ government employee cert""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,31,"""security+ return to office""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,32,"""security+ for federal employees""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,33,"""security+ for dod contractors""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Military Gov 8140,34,"""security+ baseline certification""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,1,"""security+ required for graduation""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,2,"""security+ capstone requirement""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,3,"""security+ cybersecurity degree""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,4,"""security+ college requirement""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,5,"""security+ for college students""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,6,"""comptia security+ student prep""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,7,"""security+ community college cyber""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,8,"""security+ for veterans""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,9,"""security+ skillbridge prep""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,10,"""security+ wioa training""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,11,"""security+ job center cert""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,12,"""security+ retraining program""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,13,"""security+ career change cyber""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,14,"""security+ vr&e""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,15,"""security+ tap transition""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,16,"""security+ required for college""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,17,"""security+ for cybersecurity students""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,18,"""security+ for it students""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,19,"""security+ educator prep""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,20,"""security+ veterans cyber jobs""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,21,"""security+ workforce development""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,22,"""security+ job placement cyber""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Student Workforce,23,"""security+ career readiness cyber""",Phrase,positive,planned,
Security+ SY0-701 · US Search,Campaign,,free,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""free course""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""free practice""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""free practice test""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""free questions""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""free dump""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""training course""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,bootcamp,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,udemy,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,coursera,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""instructor led""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""brain dump""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,braindump,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,dumps,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""exam dump""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""exam questions and answers""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""answer key""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,pdf,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""pdf download""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""study guide pdf""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,voucher,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""exam voucher""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""coupon code""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""discount code""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,jobs,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,salary,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,ccna,Broad,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""ccna 200-301""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""ccnp encor""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""jason dion""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""dion training""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""professor messer""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""comptia security+ practice questions""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""security+ practice questions""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,,"""sy0-701 practice questions""",Phrase,negative_campaign,planned,
Security+ SY0-701 · US Search,Campaign,[security+ practice exam],Exact,negative_campaign,planned,
