Done,Section,Phase,Step,Task,Value,Ad group,Notes
FALSE,Headline,ccna_portal_10v1,9,RSA headline,No GNS3 · Prep In Browser,,27 chars
FALSE,Headline,ccna_portal_10v1,10,RSA headline,Routing + Switching Prep,,24 chars
FALSE,Headline,ccna_portal_10v1,11,RSA headline,Try Free CCNA Samples,,21 chars
FALSE,Headline,ccna_portal_10v1,12,RSA headline,One Payment · No Auto-Renew,,27 chars
FALSE,Headline,ccna_portal_10v1,13,RSA headline,CCNA On Phone & Tablet,,22 chars
FALSE,Headline,ccna_portal_10v1,14,RSA headline,Interactive CCNA Prep,,25 chars
FALSE,Headline,ccna_portal_10v1,15,RSA headline,Associate-Level CCNA Prep,Pin H3,25 chars
FALSE,Headline,ccna_browser_labs,1,RSA headline,CCNA 200-301 Practice Labs,Pin H1,26 chars
FALSE,Headline,ccna_browser_labs,2,RSA headline,$9.99 · 10-Day CCNA Labs,Pin H2,24 chars
FALSE,Headline,ccna_browser_labs,3,RSA headline,No Packet Tracer Needed,,23 chars
FALSE,Headline,ccna_browser_labs,4,RSA headline,VLAN Lab · No Install,,21 chars
FALSE,Headline,ccna_browser_labs,5,RSA headline,Hands-On 200-301 Labs,,22 chars
FALSE,Headline,ccna_browser_labs,6,RSA headline,CCNA Labs on Your Phone,,23 chars
FALSE,Headline,ccna_browser_labs,7,RSA headline,700+ Qs + CLI Labs,,18 chars
FALSE,Headline,ccna_browser_labs,8,RSA headline,Drag-Drop + Timed Sim,,21 chars
FALSE,Headline,ccna_browser_labs,9,RSA headline,v1.1 & v2.0 Question Bank,,26 chars
FALSE,Headline,ccna_browser_labs,10,RSA headline,GNS3-Free CCNA Practice,,22 chars
FALSE,Headline,ccna_browser_labs,11,RSA headline,Try Free VLAN Lab First,,23 chars
FALSE,Headline,ccna_browser_labs,12,RSA headline,Verified Cisco Explanations,,29 chars
FALSE,Headline,ccna_browser_labs,13,RSA headline,One-Time $9.99 · 10 Days,,25 chars
FALSE,Headline,ccna_browser_labs,14,RSA headline,Interactive · Not PDFs,,22 chars
FALSE,Headline,ccna_browser_labs,15,RSA headline,Cisco Associate Exam Prep,,25 chars
FALSE,Description,ccna_portal_10v1,1,RSA description,700+ CCNA questions v1.1 & v2.0. 120-min timed sim drag-drop & VLAN CLI labs.,,78 chars
FALSE,Description,ccna_portal_10v1,2,RSA description,$9.99 · 10-day CCNA bank. Phone tablet or desktop.,,72 chars
FALSE,Description,ccna_portal_10v1,3,RSA description,Try free CCNA samples first. One payment unlocks routing switching & lab prep.,,76 chars
FALSE,Description,ccna_portal_10v1,4,RSA description,Cisco CCNA 200-301 prep with verified explanations. Walk in ready on test day.,,76 chars
FALSE,Description,ccna_browser_labs,1,RSA description,CCNA VLAN CLI labs in your browser. No GNS3 Packet Tracer or install required.,,78 chars
FALSE,Description,ccna_browser_labs,2,RSA description,$9.99 · 10-day access. Hands-on CLI labs plus 700+ questions & timed sim.,,74 chars
FALSE,Description,ccna_browser_labs,3,RSA description,Try the free VLAN CLI lab sample. Full CCNA library unlocks at checkout.,,72 chars
FALSE,Description,ccna_browser_labs,4,RSA description,CCNA 200-301 prep on phone tablet and desktop.,,74 chars
